StateCode,CaseNum,CaseDate,CaseType
WV,0,8/3/16,US0002
WV,0,8/10/16,US0002
WV,0,8/17/16,US0002
WV,0,8/24/16,US0002
WV,0,8/31/16,US0002
WV,0,9/7/16,US0002
WV,0,9/14/16,US0002
WI,2,6/15/16,US0001
WI,2,6/22/16,US0001
WI,2,6/29/16,US0001
WI,2,7/6/16,US0001
WI,9,7/13/16,US0001
WI,11,7/27/16,US0001
WI,17,8/3/16,US0001
WI,17,8/10/16,US0001
WI,20,8/17/16,US0001
WI,21,8/24/16,US0001
WI,24,8/31/16,US0001
WI,24,9/7/16,US0001
WI,29,9/14/16,US0001
WI,0,6/15/16,US0002
WI,0,6/22/16,US0002
WI,0,6/29/16,US0002
WI,0,7/6/16,US0002
WI,0,7/13/16,US0002
WI,0,7/27/16,US0002
WI,0,8/3/16,US0002
WI,0,8/10/16,US0002
WI,0,8/17/16,US0002
WI,0,8/24/16,US0002
WI,0,8/31/16,US0002
WI,0,9/7/16,US0002
WI,0,9/14/16,US0002
WY,2,9/14/16,US0001
WY,0,9/14/16,US0002
,,,
